,image,person,posture,body,female,male,dominant,center
393,10_175286.jpg,yes,"female, lying down &","female, upper body with legs &",female portrayed as vulnerable,no males shown,female,female
394,10_175296.jpg,yes,"female, standing","female, upper body without legs","poised, elegant, and natural",no males present,neither,female
395,10_175330.jpg,yes,"female, lying down","female, face only","sensual, alluring",no males visible,neither,female
396,10_175385.jpg,yes,"female, leaning back &","female, upper body with legs &",seductive and confident,not applicable,neither,female
397,10_175390.jpg,yes,"female, laying down","female, face only","portrayed attractively, possibly suggestive",no males shown,neither,female
398,10_175414.jpg,yes,"female, standing","female, upper body with legs","confident, joyful",no males depicted,neither,female
399,10_175433.jpg,yes,"female, standing","female, upper body with legs",confident and approachable,no males shown,neither,female
400,10_175465.jpg,yes,"female, standing &","female, upper body with legs &","seductive, elegant",not applicable,neither,female
401,10_175489.jpg,yes,male standing &,male upper body with legs &,no female portrayed,male aggressive,male,male
402,10_175496.jpg,yes,male standing & female reclining,male upper body with legs & female upper body without legs,"intimate, appealing","confident, intense",neither,both
403,10_175501.jpg,yes,"female, seated","female, upper body with legs","submissively, possibly victimized",no male shown,female,female
404,10_175523.jpg,yes,"female, standing","female, upper body with legs","elegantly, attractively.",no males present.,neither,female
405,10_175533.jpg,yes,"female, looking forward","female, upper body without legs","elegantly, confidently",no male(s) shown,neither,female
406,10_175558.jpg,yes,male jumping & female standing,male upper body with legs & female upper body with legs,"active, leisurely","active, athletic",neither,female
407,10_175574.jpg,yes,"female, jumping &","female, upper body with legs &","playful, energetic",not applicable,neither,female
408,10_175592.jpg,yes,female-sitting & male-sitting & male-sitting,female-upper body with legs & male-upper body with legs & male-upper body with legs,"joyful, relaxed, casual","playful, happy, enjoying",neither,both
409,10_175679.jpg,yes,"female, seated &","female, upper body with legs &","serene, bride, possibly injured",not applicable,neither,female
410,10_175730.jpg,yes,"female, sitting","female, upper body with legs","confident, poised, fashionable",no males depicted.,neither,female
411,10_175803.jpg,yes,"female, sitting & leaning back","female, upper body with legs",sensually and provocatively,no males shown,female,female
412,10_175825.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"active, somewhat distracted",alert and attentive,neither,female
413,10_175828.jpg,yes,"invalid request (ambiguous - image contains an illustration, not real people)","invalid request (ambiguous - image contains an illustration, not real people)","invalid request (ambiguous - image contains an illustration, not real people)","invalid request (ambiguous - image contains an illustration, not real people)",neither,neither
414,10_175838.jpg,yes,"male, standing","male, upper body without legs",no females portrayed,male portrayed distressedly,neither,male
415,10_175869.jpg,yes,all female & standing,female & upper body with legs,"stylish, confident",no males shown,neither,female
416,10_175892.jpg,yes,"female, leaning","female, upper body with legs","confident, glamorous",no males present,female,female
417,10_175961.jpg,yes,"female, lying on stomach","female, upper body without legs","positively, confidently.",no males shown.,neither,female
418,10_175988.jpg,yes,female sitting & female sitting,female upper body with legs & female upper body with legs,"shocked, fearful",not applicable (no males shown),neither,female
419,10_176050.jpg,yes,"female, crouching &","female, upper body with legs &","serene, connected with nature",no male present,neither,female
420,10_176058.jpg,yes,"female, seated &","female, upper body with legs &","seductively, provocatively",there are no males portrayed.,neither,female
421,10_176063.jpg,yes,female-seated & male-seated,female-upper body without legs & male-upper body without legs,"relaxed, in thought","relaxed, comfortable",neither,both
422,10_176118.jpg,yes,"female, reclining pose","female, upper body with legs","sensually, fashionably",no males depicted,neither,female
423,10_176119.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,confident and seductive,intense and brooding,neither,both
424,10_176124.jpg,yes,male & standing,male & upper body with legs,no females portrayed,"confident, fit",neither,male
425,10_176128.jpg,yes,"male, standing","male, upper body with legs",not applicable (no females),"confident, attractive",neither,male
426,10_176139.jpg,yes,female standing & male standing,female upper body without legs & male upper body without legs,"concerned, possibly anxious","aggressive, dismissive posture",male,female
427,10_176142.jpg,yes,female standing & male leaning & male standing & female bending & male bending & male standing & female leaning & female standing,female upper body with legs & male upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & male upper body with legs & female upper body with legs & female upper body with legs,"joyful, energetic, confident","playful, confident, exuberant",neither,both
428,10_176160.jpg,yes,"male, lying down","male, upper body with legs",not applicable,"vulnerable, unaware",neither,male
429,10_176234.jpg,yes,"female, standing","female, upper body with legs","suggestively, in a provocative manner",no males shown,female,female
430,10_176247.jpg,yes,male standing & female lying & male standing & female standing & male standing & female standing,male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs,"in a vulnerable, victimized position",aggressive and passive bystanders,male,female
431,10_176249.jpg,yes,"female, standing","female, upper body with legs","confident, athletic",not applicable,neither,female
432,10_176297.jpg,yes,"male, standing","male, upper body without legs",no females portrayed,"distressed, trapped by smoke",neither,male
433,10_176312.jpg,yes,"female, standing","female, upper body with legs","confident, joyful",no males to portray,neither,female
434,10_176325.jpg,yes,female & neutral,female & face only,"glamorous, attractive.",no males shown.,neither,female
435,10_176328.jpg,yes,female seated & female standing & male standing,female upper body with legs & female upper body with legs & male upper body with legs,confident and fashionable,confident and secondary,neither,female
436,10_176372.jpg,yes,female standing & male leaning,female upper body with legs & male upper body with legs,"confident, attractive, posed","fit, relaxed, casually posed",neither,both
437,10_176379.jpg,yes,"female, standing with hands behind head","female, upper body with legs","confidently, with a smile",not applicable,neither,female
438,10_176402.jpg,yes,"female, standing &","female, upper body with legs &","stylish, confident",no males present,neither,female
439,10_176455.jpg,yes,female crouching & male sitting & female standing,female upper body without legs & male upper body without legs & female upper body with legs,"active, focused","relaxed, thoughtful",neither,both
440,10_176459.jpg,yes,"female, standing &","female, upper body with legs &","energetic, confident",no males present,neither,female
441,10_176468.jpg,yes,"female, eating","female, upper body with legs",eating a sandwich,no males shown,neither,female
442,10_176497.jpg,yes,"female, standing","female, upper body with legs","confident, healthy",no males,female,female
443,10_176543.jpg,yes,"female, seated","female, upper body with legs",seductive and confident,not applicable,female,female
444,10_176593.jpg,yes,"female, leaning back","female, upper body with legs","casual, somewhat suggestive",no males depicted,neither,female
445,10_176609.jpg,yes,female-standing & male-standing & female-standing & female-standing & male-standing & female-standing,female-upper body with legs & male-upper body with legs & female-upper body with legs & female-upper body with legs & male-upper body with legs & female-upper body with legs,"positively, confidently","positively, confidently",neither,both
446,10_176613.jpg,yes,female reclining &,female upper body with legs &,"casually, comfortably",not applicable,neither,female
447,10_176624.jpg,yes,female sitting & male standing & female seated & male holding child & child upper body & female standing & male riding horse,female upper body without legs & male upper body without legs & female upper body without legs & male upper body without legs & child upper body without legs & female upper body without legs & male upper body without legs,"affectionate, tender, familial","protective, strong",neither,female
448,10_176682.jpg,yes,"female, standing","female, upper body without legs",confident and joyful,not applicable,neither,female
449,10_176691.jpg,yes,"female, standing","female, upper body without legs","confident, fashionable",no males shown,neither,female
450,10_176707.jpg,yes,"male, sneaking posture &","male, upper body with legs &",no females depicted,male portrayed as sneaky intruder,neither,male
451,10_176778.jpg,yes,"female, standing &","female, upper body with legs &",playful and attractive,no males depicted,neither,female
452,10_176790.jpg,yes,"female, standing","female, upper body with legs","confident, athletic",not applicable,neither,female
453,10_176793.jpg,yes,female & seated,female & upper body without legs,confident and fashionable,no males depicted,neither,female
454,10_176846.jpg,yes,female standing & male standing & male standing & male standing & male standing,female upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,playful and stylish,observing and casual,neither,female
455,10_176863.jpg,yes,"female, sitting","female, upper body with legs",confident and stylish.,no male portrayed.,neither,female
456,10_176877.jpg,yes,female laying & male leaning & male sitting,female upper body with legs & male upper body with legs & male upper body with legs,"sensual, relaxed","muscular, active",neither,both
457,10_176942.jpg,yes,female & standing,female & upper body without legs,confidently and attractively,no males present,neither,female
458,10_176958.jpg,yes,"female, jumping","female, upper body with legs","gracefully, energetically",no males present,neither,female
459,10_176968.jpg,yes,male standing & female sitting & female reclining,male upper body with legs & female upper body with legs & female upper body with legs,casual and relaxed,casual and confident,neither,female
460,10_176971.jpg,yes,"female, dynamic pose &","female, upper body with legs &","confident, fashionable.",no males depicted.,neither,female
461,10_176973.jpg,yes,female standing & multiple males sitting,female upper body with legs & males upper body without legs,"positive, confident, holding product","playful, engaged in activity, background",neither,female
462,10_176988.jpg,yes,"female, lying down &","female, upper body with legs &","sensual, glamorous.",no males depicted.,neither,female
463,10_177014.jpg,yes,"female, seated","female, upper body without legs","positively, confidently",no males shown,neither,female
464,10_177017.jpg,yes,"female, posing with hands","female, face only",confident and alluring,no males shown,neither,female
465,10_177117.jpg,yes,"female, standing &","female, face only &","unhealthy, careless behavior",not applicable,neither,female
466,10_177126.jpg,yes,"female, reclining","female, face only","sensually, provocatively",there are no males portrayed.,neither,female
467,10_177135.jpg,yes,"female, reclining &","female, upper body without legs &",sensually,,neither,female
468,10_177143.jpg,yes,"female, seated","female, upper body with legs","confident, fashionable",not applicable,neither,female
469,10_177155.jpg,yes,"female, standing","female, upper body with legs","confident, attractive",not applicable,neither,female
470,10_177170.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,happy and carefree,happy and carefree,neither,both
471,10_177186.jpg,yes,"female, standing","female, upper body with legs","confident, fashionable",no males depicted,neither,female
472,10_177202.jpg,yes,"female, mid-air pose","female, upper body with legs","fashionably, dynamically",not applicable,neither,female
473,10_177219.jpg,yes,"female, standing &","female, upper body with legs &","confident, elegant",no males portrayed,neither,female
474,10_177256.jpg,yes,"female, standing &","female, upper body without legs &","elegantly, confidently",no males present,neither,female
475,10_177274.jpg,yes,"female, reclining","female, upper body with legs","sensually, gracefully",no males present,neither,female
476,10_177336.jpg,yes,"female, lying on side","female, upper body with legs","vulnerable, potential abuse victim",no males shown,neither,female
477,10_177347.jpg,yes,"female, head tilted slightly back &","female, face only &","unhealthily, with a smoking cigarette",not applicable,neither,female
478,10_177357.jpg,yes,"female, seated","female, upper body with legs",graceful and elegant.,no males present.,neither,female
479,10_177366.jpg,yes,female walking & male walking,female upper body with legs & male upper body with legs,"casual, walking","casual, walking",neither,neither
480,10_177413.jpg,yes,"male, arms outstretched & male, partial view","male, upper body with legs & male, lower body with legs",not applicable,triumphant and active,male,male
481,10_177422.jpg,yes,"female, head slightly tilted forward","female, face only","neutral, with closed eyes",no males depicted,neither,female
482,10_177527.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,focused and studious,energetic and playful,neither,male
483,10_177586.jpg,yes,female standing & female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"confident, diverse, positive",no males depicted,neither,female
484,10_177609.jpg,yes,"female, looking at camera","female, upper body without legs","confident, glamorous.",no males portrayed.,neither,female
485,10_177617.jpg,yes,female standing & male lifting,female upper body with legs & male upper body with legs,playful and joyous,strong and supportive,neither,both
486,10_177708.jpg,yes,"female, leaning on surface &","female, upper body without legs &","calm, confident, and attractive",not applicable (no males present),neither,female
487,10_177713.jpg,yes,"female, standing &","female, upper body with legs &","confident, fashionable.",no male(s) portrayed.,neither,female
488,10_177727.jpg,yes,"female, sitting or standing","female, upper body without legs","positively, perhaps relaxed or confident",not applicable,neither,female
489,10_177748.jpg,yes,"female, sitting or leaning&","female, upper body with legs&",confident and approachable,not applicable (no males present),neither,female
490,10_177758.jpg,yes,"female, standing","female, upper body without legs","confident, humorous or defiant",not applicable,neither,female
491,10_177782.jpg,yes,"female, standing &","female, upper body with legs &","confident, approachable",no males portrayed,neither,female
492,10_177844.jpg,yes,male lying down & male holding object,male upper body without legs & male upper body without legs,not applicable,innocent and cared for & active or doing an action,neither,male
493,10_177849.jpg,yes,"female, standing &","female, upper body without legs &","stylish, confident",no males to portray,neither,female
494,10_177878.jpg,yes,"male, seated &","male, upper body with legs &",not applicable,"calm, contemplative",neither,male
495,10_177912.jpg,yes,male-leaning & female-leaning,male-upper body without legs & female-upper body without legs,"happy, social, enjoying","happy, social, engaging",neither,both
496,10_177927.jpg,yes,"female, sitting &","female, upper body with legs &","sympathetic, victimized",no males depicted,neither,female
497,10_177931.jpg,yes,female-striking a pose & male-partially shown,female-upper body with legs & male-lower body with legs,confident and appealing.,"partially shown, not fully portrayed.",neither,female
498,10_177933.jpg,yes,"female, standing","female, upper body with legs","confident, promotional, cause-focused",no males shown,neither,female
499,10_177934.jpg,yes,female standing & male sitting & male kneeling,female upper body with legs & male upper body with legs & male upper body with legs,"sensual, confident","supportive, protective",neither,both
500,10_177938.jpg,yes,"female, standing &","female, upper body without legs &","sympathetic, vulnerable",not applicable,neither,female
501,10_177942.jpg,yes,female standing,female upper body with legs,"angelic, compassionate, advocating for animals",there are no males portrayed,neither,female
502,10_177948.jpg,yes,"female, sitting &","female, upper body with legs &","thoughtfully, drawing attention to message",no males are portrayed.,neither,female
503,10_177949.jpg,yes,female seated &,female upper body with legs &,"positively, holding a dog",no males shown,neither,female
504,10_177953.jpg,,,,,,,
505,10_177958.jpg,yes,"female, sitting","female, upper body with legs",provocatively and playfully,no males present,neither,female
506,10_177959.jpg,yes,"female, standing","female, upper body with legs","shocked, surprised",no males present,neither,female
507,10_177976.jpg,yes,"female, sitting","female, upper body with legs","thought-provoking, campaign-oriented",no males shown,neither,female
508,10_177977.jpg,yes,"female, standing","female, upper body with legs","confident, confrontational",no males present,neither,female
509,10_177979.jpg,yes,"male, smiling &","male, upper body without legs &",not applicable,portrayed as friendly and approachable,neither,male
510,10_177989.jpg,yes,"female, standing","female, upper body with legs","confidently, promoting vegetarianism",,neither,female
511,10_177994.jpg,yes,"female, kneeling","female, upper body with legs",advocating for animal rights,not applicable,neither,female
512,10_177998.jpg,yes,"female, standing","female, upper body without legs","confident, strong, appealing",not applicable,neither,female
513,10_178085.jpg,yes,"female, lying down","female, upper body with legs","artistic, dramatic, vulnerable",no males present,neither,female
514,10_178144.jpg,yes,"female, standing","female, upper body with legs","happy, confident",no males shown,neither,female
515,10_178147.jpg,yes,"female, supine &","female, body without face &","vulnerable, objectified",there are no males portrayed.,female,female
516,10_178162.jpg,yes,"male, standing","male, upper body without legs",no females present,"confident, skillful",neither,male
517,10_178176.jpg,yes,"female, standing","female, upper body with legs","enjoying ice cream, casual",no males present,neither,female
518,10_178216.jpg,yes,female lying down &,female upper body with legs &,"attractively, suggestively.",no males depicted.,neither,female
519,10_178230.jpg,yes,"female, standing","female, upper body with legs",respectfully; subject of a message,,neither,female
520,10_178255.jpg,yes,female standing,female upper body with legs,active and joyful,no male(s) present,neither,female
521,10_178277.jpg,yes,female facing forward & male facing forward,female upper body with legs & male upper body with legs,playful and affectionate,playful and affectionate,neither,both
522,1_101101.jpg,no,,,,,neither,neither
523,1_10221.jpg,yes,"female, seated &","female, upper body with legs &",confident and approachable,not applicable,neither,female
524,1_102471.jpg,yes,"female, running","female, upper body with legs","active, healthy",no males are being portrayed,neither,female
525,1_1031.jpg,yes,"female, leaning forward","female, upper body without legs","active, fit",no males present,neither,female
526,1_103971.jpg,yes,"female, sitting","female, face only","neutral, drinking",no males shown,neither,female
527,1_10431.jpg,yes,"male, standing &","male, upper body with legs &",not applicable,"humorously, affectionately",neither,male
528,1_10531.jpg,yes,"female, sitting &","female, upper body with legs &","casual, relaxed",no males present,neither,female
529,1_105591.jpg,yes,"female, standing","female, upper body with legs","confident, artistic, dynamic",no males present,neither,female
530,1_105601.jpg,yes,"female, standing","female, upper body with legs","confident, poised",no males portrayed,neither,female
531,1_105791.jpg,yes,"male, playing tennis","male, upper body with legs",no females portrayed,"athletic, focused",neither,male
532,1_10601.jpg,yes,"female, lying down &","female, upper body without legs &","casually, relaxed",not applicable,neither,female
533,1_106401.jpg,yes,"female, standing","female, upper body without legs",elegant and contemplative,not applicable,neither,female
534,1_106671.jpg,yes,"female, running","female, upper body with legs",active and determined,no males present,neither,female
535,1_107451.jpg,yes,"female, reclining","female, upper body with legs","sensually, relaxed",no males present,neither,female
536,1_107921.jpg,yes,"female, laughing & male, lying down","female, upper body without legs & male, upper body without legs","joyful, playful","relaxed, content",neither,female
537,1_112841.jpg,yes,"female, sitting","female, upper body with legs","relaxed, approachable",not applicable,neither,female
538,1_115701.jpg,yes,"female, sitting &","female, upper body with legs &",playful and casual,no males present,neither,female
539,1_116201.jpg,yes,"female, reclining pose &","female, upper body with legs &","sensual, confident",there are no males depicted.,neither,female
540,1_116211.jpg,yes,"female, standing","female, upper body without legs","confident, sensual",no males present,neither,female
541,1_116231.jpg,yes,"female, leaning","female, upper body with legs","suggestively, confidently",no males shown,neither,female
542,1_116241.jpg,yes,"female, standing","female, upper body with legs","sensually, provocatively.",no males present.,neither,female
543,1_116301.jpg,yes,male standing & female standing & male sitting,male upper body with legs & female upper body with legs & male upper body with legs,"natural, confident","protective, thoughtful, supportive",neither,both
544,1_116351.jpg,yes,female standing,female upper body with legs,positively and confidently,no males present,neither,female
545,1_116361.jpg,yes,"female, reclined","female, upper body without legs",relaxed and confident,not applicable,neither,female
546,1_118241.jpg,yes,male standing & male sitting & male sitting,male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,"casual, leisurely, and styled",neither,both
547,1_118381.jpg,yes,female standing,female upper body with legs,"elegantly, sophisticatedly",no males present,neither,female
548,1_119291.jpg,yes,"male, standing","male, upper body with legs",no females shown,"male, professionally portrayed",neither,male
549,1_119441.jpg,yes,female sitting & female reclining,female upper body with legs & female upper body with legs,"glamorous, fashionable",not applicable (no males),neither,both
550,1_119681.jpg,yes,female standing & female standing,female lower body with legs & female lower body with legs,"fashionably, confidently",not applicable,neither,female
551,1_121081.jpg,yes,"female, standing &","female, upper body with legs &","confident, athletic.",not applicable.,neither,female
552,1_121411.jpg,yes,"male, sitting & raising arm","male, upper body without legs",no females present,"playful, celebratory",neither,male
553,1_122151.jpg,yes,"female, seated & leaning","female, upper body without legs","elegantly, confidently",no males present,neither,female
554,1_125411.jpg,yes,"female, standing & male, kneeling","female, upper body with legs & male, body without face","confident, stylish","submissive, supportive role",female,female
555,1_126001.jpg,yes,"female, reclining &","female, upper body without legs &","seductively, productively",no males present,neither,female
556,1_126861.jpg,yes,female standing & female sitting,female upper body with legs,playful and energetic,not applicable.,neither,female
557,1_127021.jpg,yes,"female, rowing","female, upper body with legs","competent, athletic",there are no males,neither,female
558,1_127161.jpg,yes,"female, standing","female, upper body with legs","casually, relaxed",not applicable,neither,female
559,1_129141.jpg,yes,female standing & female standing & female standing & female standing & female standing & female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"positively, energetic, and playful",there are no males in the image,neither,female
560,1_130171.jpg,yes,"female, running forward &","female, upper body with legs &",happy and active,no males depicted,neither,female
561,1_130251.jpg,yes,female standing & female standing & female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"confident, attractive, fashion-focused",not applicable,neither,female
562,1_131591.jpg,yes,female leaning & female sitting & female leaning,female upper body without legs & female upper body without legs & female upper body without legs,"attractively, confidently.",no males shown.,neither,female
563,1_132141.jpg,yes,female reclining & male kneeling,female upper body with legs & male upper body with legs,confident and alluring,attentive and submissive,female,female
564,1_132221.jpg,yes,"female, standing","female, upper body with legs","confident, healthy, promotional",not applicable,neither,female
565,1_134651.jpg,yes,"female, seated","female, upper body with legs",relaxed and confident,no males present,neither,female
566,1_134741.jpg,yes,"female, sitting","female, upper body with legs","casual, relaxed",no males present,neither,female
567,1_134761.jpg,yes,"female, standing","female, upper body with legs","confident, curious, appealing",not applicable,neither,female
568,1_137021.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,"intimate, close to male","protective, close to female",neither,female
569,1_137851.jpg,yes,"female, crouching &","female, upper body with legs &",sexually suggestive,no males depicted,female,female
570,1_138561.jpg,no,,,,,neither,neither
571,1_143971.jpg,yes,"female, sitting &","female, upper body with legs &","elegant, opulent",no males depicted.,neither,female
572,1_144811.jpg,yes,"female, standing &","female, upper body with legs &",neutral or non-expressive,no males present,neither,female
573,1_145051.jpg,yes,female: worried & male: ambiguous,female: upper body without legs & male: upper body without legs,"vulnerable, concerned","blurred, backgrounded",neither,female
574,1_145631.jpg,yes,"female, front-facing","female, upper body without legs",calm and confident,no males depicted,neither,female
575,1_148071.jpg,yes,"female, standing","female, upper body without legs","stylish, confident",no males present,neither,female
576,1_152631.jpg,yes,"female, standing &","female, upper body without legs &","positively, holding a product",no males present,neither,female
577,1_153091.jpg,yes,"female, dancing pose","female, upper body with legs",athletic and confident,no males portrayed,neither,female
578,1_154751.jpg,yes,"female, standing","female, upper body with legs","casually, not professionally posed",there are no males portrayed.,neither,female
579,1_155261.jpg,yes,male sitting & female sitting,male upper body without legs & female upper body without legs,happy and affectionate,affectionate and smiling,neither,both
580,1_156261.jpg,yes,female & seated,female & upper body with legs,"elegantly, confidently",not applicable,neither,female
581,1_156341.jpg,yes,"female, seated","female, upper body with legs","contemplative, possibly elegant or sophisticated",no males present,neither,female
582,1_157021.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"confident, fashionable, and assertive",no males depicted,neither,female
583,1_157231.jpg,yes,"female, seated posture","female, upper body with legs",confident and stylish,no males portrayed,neither,female
584,1_157321.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"confident, elegant",not applicable,neither,both
585,1_157381.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"confidently, closely interacting",no males present,neither,female
586,1_157431.jpg,yes,"female, standing & female, standing","female, upper body with legs & female, upper body with legs","confidently, diverse body representations",not applicable,neither,both
587,1_157511.jpg,yes,female standing & female standing & female standing,female upper body without legs & female upper body without legs & female upper body without legs,"posed, confident, attractive",not applicable,neither,female
588,1_157521.jpg,yes,"female, reclining","female, upper body with legs","seductive, elegant",no males present,neither,female
589,1_157621.jpg,yes,"female, seated or leaning &","female, upper body without legs &","attractively, confidently",no males present,neither,female
590,1_157641.jpg,yes,"female, standing &","female, upper body with legs &","playful, confident",no males present,neither,female
591,1_157751.jpg,yes,"female, standing","female, upper body with legs","sensually, confidently",not applicable,neither,female
592,1_157781.jpg,yes,"female, standing","female, upper body with legs","attractively, confidently",not applicable,female,female
593,1_157811.jpg,yes,female standing,female upper body with legs,posed confidently,not applicable,neither,female
594,1_157821.jpg,yes,"female, reclining","female, upper body with legs","sensually, attractively",no males shown,neither,female
595,1_165171.jpg,yes,"female, sitting","female, upper body with legs","elegantly, attractively",not applicable,neither,female
596,1_165221.jpg,yes,"female, standing &","female, upper body with legs &","confident, relaxed",not applicable,neither,female
597,1_166101.jpg,yes,female-standing & female-standing & female-standing,female-upper body with legs & female-upper body with legs & female-upper body with legs,"casual, confident.",no males shown.,neither,female
598,1_18321.jpg,yes,female-standing & male-standing & female-standing & male-standing & female-standing,female-upper body with legs & male-upper body with legs & female-upper body with legs & male-upper body with legs & female-upper body with legs,"casually, confidently","casually, confidently",neither,neither
599,1_20731.jpg,yes,"female, reclining","female, upper body without legs",confident and alluring,no males present,neither,female
600,1_20851.jpg,yes,male reclined & female reclined,male upper body with legs & female upper body with legs,"sensual, close, engaging","relaxed, supportive, close",neither,both
601,1_20931.jpg,yes,"male, leaning back","male, upper body with legs",not applicable,"confident, slightly alluring posture",neither,male
602,1_20951.jpg,yes,female kissing & male kissing,female upper body without legs & male upper body without legs,intimate and affectionate,intimate and affectionate,neither,both
603,1_20991.jpg,yes,"female, standing","female, upper body with legs","confident, fashionable",no males depicted,neither,female
604,1_21111.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,"affectionate, close interaction","affectionate, close interaction",neither,both
605,1_21141.jpg,yes,male reclining & female reclining,male upper body with legs & female upper body with legs,"sensually, confidently","strongly, confidently",neither,both
606,1_21641.jpg,yes,female standing &,female upper body with legs &,"thoughtful, promotional",no males depicted,neither,female
607,1_22781.jpg,yes,"female, stretching","female, upper body with legs","athletic, focused",not applicable,neither,female
608,1_23501.jpg,yes,female sitting,female upper body with legs,"stylish, poised",not applicable,neither,female
609,1_23611.jpg,yes.,"female, reclining.","female, upper body with legs.","confident, alluring.",no males shown.,neither.,female.
610,1_2531.jpg,yes,"female, sitting","female, upper body with legs",confident and alluring,no males shown,neither,female
611,1_26321.jpg,yes,male reclining & female reclining,male upper body without legs & female upper body without legs,"casual, friendly, relaxed","casual, friendly, relaxed",neither,both
612,1_29171.jpg,yes,"female, using facial cleanser","female, face only","positive, clean, skincare routine",no males shown,neither,female
613,1_32931.jpg,yes,"female, facing forward &","female, upper body without legs &","confident, alluring",no males shown,neither,female
614,1_33221.jpg,yes,"female, reclining &","female, upper body without legs &",playful and attractive,no males present,neither,female
615,1_34441.jpg,yes,"female, seated &","female, upper body without legs &","elegantly, possibly contemplative",not applicable,neither,female
616,1_34771.jpg,yes,"female, leaning","female, upper body with legs","confident, fashionable",no males present,neither,female
617,1_37371.jpg,yes,"female, standing","female, upper body with legs",casual and approachable,no males present,neither,female
618,1_38311.jpg,yes,"female, reclining","female, face only",relaxed and content,no males present,neither,female
619,1_38681.jpg,yes,female lying & male sitting,female upper body without legs & male upper body without legs,"playful, mischievous","casual, relaxed",neither,female
620,1_38761.jpg,yes,"female, sitting &","female, upper body with legs &","startled, anxious",no males shown,neither,female
621,1_38851.jpg,yes,"female, kneeling &","female, upper body with legs &",suggestively,no males shown,neither,female
622,1_39301.jpg,yes,"female, seated","female, upper body with legs","elegantly, attractively",not applicable,female,female
623,1_39431.jpg,yes,"female, standing","female, upper body with legs","confident, fashionable",not applicable,neither,female
624,1_39511.jpg,yes,"female, sitting & turned","female, upper body with legs",elegant and sophisticated,no males portrayed,neither,female
625,1_39781.jpg,yes,"female, standing","female, upper body with legs","confidently, attractively",not applicable,neither,female
626,1_40851.jpg,yes,female standing & male standing,female upper body without legs & male upper body without legs,"affectionate, peaceful, content","supportive, affectionate",neither,female
627,1_40881.jpg,yes,female & standing,female & upper body with legs,"confidently, fashionably",no males depicted,neither,female
628,1_41151.jpg,yes,male sitting & male sitting & male standing & male kneeling & male sitting & male sitting,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,no females shown,"males portrayed sophisticatedly, fashionably",neither,neither
629,1_41161.jpg,yes,"female, seated &","female, upper body with legs &","confident, stylish",no males present,neither,female
630,1_41301.jpg,yes,"female, standing","female, face only","injured, emotionally impactful",not applicable,neither,female
631,1_41351.jpg,yes,"female, seated","female, upper body with legs","subdued, vulnerable",not applicable,neither,female
632,1_41421.jpg,yes,"female, facing forward","female, face only","serious, concerned",no males shown,neither,female
633,1_41681.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"positively, promotional context",no males to portray,neither,female
634,1_45431.jpg,yes,"female, sitting","female, upper body with legs","happy, confident",no males shown,neither,female
635,1_45861.jpg,yes,"female, reclining","female, upper body with legs",sensual,no males shown,neither,female
636,1_46151.jpg,yes,"female, lying down","female, upper body with legs","vulnerable, injured",no males shown,female,female
637,1_46161.jpg,,,,,,,
638,1_46651.jpg,yes,"female, reclining","female, upper body with legs",casual and reflective,no males depicted,neither,female
639,1_46751.jpg,yes,"female, sitting &","female, upper body with legs &","relaxed, stylish",not applicable,neither,female
640,1_46861.jpg,yes,"female, seated","female, upper body with legs","confident, stylishly casual",no males present,neither,female
641,1_49661.jpg,yes,"female, standing pose","female, upper body without legs",confident and stylish,no males portrayed,female,female
642,1_49771.jpg,yes,"male, laying down","male, upper body with legs",no females shown,"confident, athletic",neither,male
643,1_51151.jpg,yes,"female, standing &","female, upper body with legs &",confident and joyful,no males to portray,neither,female
644,1_51221.jpg,yes,"female, looking over shoulder","female, upper body without legs","glamorous, confident, elegant",not applicable,neither,female
645,1_51321.jpg,yes,female standing &,female upper body with legs &,"elegantly, glamorously.",no males depicted.,neither,female
