Year,movieID,Actor_ID,Ethnicity,order,dob,age
1945,tt0038266,nm0263330,6,17,1896,49
1945,tt0038266,nm0286704,4,18,1902,43
1945,tt0039116,nm0001635,6,1,1892,53
1945,tt0039116,nm0000023,6,2,1922,23
1945,tt0039116,nm0000840,6,3,1911,34
1945,tt0039116,nm0000001,6,4,1899,46
1945,tt0039116,nm0107082,6,5,1917,28
1945,tt0039116,nm0108511,6,6,1891,54
1945,tt0039116,nm0337113,6,7,1922,23
1945,tt0039116,nm0395043,6,8,1917,28
1945,tt0039116,nm0000037,4,9,1912,33
1945,tt0039116,nm0578393,6,10,1904,41
1945,tt0039116,nm0602005,6,11,1876,69
1945,tt0039116,nm0930565,6,13,1921,24
1945,tt0039116,nm0036427,4,14,1890,55
1945,tt0039116,nm0001998,6,16,1922,23
1945,tt0039116,nm0002025,6,17,1911,34
1945,tt0039116,nm0292433,6,18,1887,58
1945,tt0038270,nm0114878,6,1,1904,41
1945,tt0038270,nm0138768,4,2,1909,36
1945,tt0038270,nm0000509,6,3,1882,63
1945,tt0038270,nm0420331,6,4,1923,22
1945,tt0038270,nm0502766,4,5,1907,38
1945,tt0038270,nm0421028,6,6,1902,43
1945,tt0038270,nm0394477,6,7,1900,45
1945,tt0038270,nm0899880,4,8,1901,44
1945,tt0038270,nm0938052,4,9,1896,49
1945,tt0038270,nm0382195,6,10,1903,42
1945,tt0038270,nm0098553,3,13,1896,49
1945,tt0038270,nm0164967,4,14,1920,25
1945,tt0038270,nm0283170,6,16,1898,47
1945,tt0214483,nm0531274,6,1,1880,65
1945,tt0214483,nm0632359,6,2,1885,60
1945,tt0214483,nm0185883,4,3,1912,33
1945,tt0214483,nm0251481,1,4,1886,59
1945,tt0214483,nm1860054,3,5,1889,56
1945,tt0214483,nm0672868,6,6,1887,58
1945,tt0214483,nm0906539,6,7,1883,62
1945,tt0214483,nm0357044,4,8,1882,63
1945,tt0036630,nm0164254,6,1,1896,49
1945,tt0036630,nm0001379,4,2,1906,39
1945,tt0187035,nm0137999,6,1,1912,33
1945,tt0187035,nm0700424,6,2,1898,47
1945,tt0037792,nm0000069,6,1,1915,30
1945,tt0037792,nm0408662,6,2,1936,9
1945,tt0037861,nm0352914,6,1,1911,34
1945,tt0037861,nm0447913,6,2,1914,31
1945,tt0037861,nm0501144,4,4,1906,39
1945,tt0037861,nm0709478,6,6,1914,31
1945,tt0037861,nm0852279,6,7,1920,25
1945,tt0247569,nm0324305,6,1,1897,48
1945,tt0247569,nm0351425,6,2,1893,52
1945,tt0247569,nm0381523,4,3,1894,51
1945,tt0247569,nm0386944,6,4,1889,56
1945,tt0247569,nm0742169,4,5,1893,52
1945,tt0247569,nm0902861,6,6,1893,52
1945,tt0247569,nm0352914,6,7,1911,34
1945,tt0038175,nm0740483,6,5,1882,63
1945,tt0038192,nm0052203,6,2,1890,55
1945,tt0038192,nm0161476,6,3,1874,71
1945,tt0038192,nm0208540,6,4,1890,55
1945,tt0038192,nm0351425,6,5,1893,52
1945,tt0038192,nm0365248,4,6,1900,45
1945,tt0038192,nm0505249,4,7,1905,40
1945,tt0038192,nm0599728,6,8,1887,58
1945,tt0038192,nm0666567,6,10,1885,60
1945,tt0038192,nm0740483,6,11,1882,63
1945,tt0038192,nm0821672,4,12,1878,67
1945,tt0038192,nm0154665,6,14,1923,22
1945,tt0038192,nm0324305,6,16,1897,48
1945,tt0038192,nm0386944,6,17,1889,56
1945,tt0183997,nm0150196,4,5,1869,76
1945,tt0183997,nm0161476,6,6,1874,71
1945,tt0183997,nm0197566,6,8,1884,61
1945,tt0183997,nm0290542,3,10,1892,53
1945,tt0183997,nm0324305,6,11,1897,48
1945,tt0183997,nm0351425,6,12,1893,52
1945,tt0183997,nm0381523,4,13,1894,51
1945,tt0183997,nm0385441,4,14,1900,45
1945,tt0183997,nm0386375,1,15,1901,44
1945,tt0183997,nm0386944,6,16,1889,56
1945,tt0183997,nm0401414,4,17,1871,74
1945,tt0038264,nm0386944,6,1,1889,56
1945,tt0038264,nm0526184,6,2,1911,34
1945,tt0037556,nm0940199,6,1,1915,30
1945,tt0037556,nm0725122,6,2,1906,39
1945,tt0037556,nm0010958,6,3,1885,60
1945,tt0037556,nm0070827,6,4,1917,28
1945,tt0037556,nm0122783,6,5,1907,38
1945,tt0037556,nm0139356,6,6,1875,70
1945,tt0037556,nm0222797,6,7,1894,51
1945,tt0037556,nm0254502,6,8,1876,69
1945,tt0037556,nm0033692,6,9,1921,24
1945,tt0037556,nm0408984,6,11,1902,43
1945,tt0037556,nm0418490,6,12,1885,60
1945,tt0037556,nm0543319,6,13,1904,41
1945,tt0037556,nm0576120,6,14,1904,41
1945,tt0037556,nm0581611,6,15,1901,44
1945,tt0037556,nm0643048,6,16,1890,55
1945,tt0037556,nm0768514,6,17,1895,50
1945,tt0037556,nm0911955,4,18,1908,37
1945,tt0037694,nm0847911,6,2,1924,21
1945,tt0037694,nm0507221,6,3,1903,42
1945,tt0037694,nm0336790,6,4,1917,28
1945,tt0037694,nm0907404,2,5,1895,50
1945,tt0037694,nm0556813,6,6,1903,42
1945,tt0037694,nm0143912,6,8,1884,61
1945,tt0037694,nm0187914,6,9,1886,59
1945,tt0037694,nm0418490,6,11,1885,60
1945,tt0037694,nm0852365,6,12,1883,62
1945,tt0037694,nm0637041,4,13,1904,41
1945,tt0037694,nm0163417,6,14,1889,56
1945,tt0037694,nm0408984,6,15,1902,43
1945,tt0037694,nm0010958,6,16,1885,60
1945,tt0037694,nm0156173,4,18,1888,57
1945,tt0037838,nm0635798,6,1,1911,34
1945,tt0037838,nm0703600,6,2,1907,38
1945,tt0037838,nm0241523,6,3,1889,56
1945,tt0037838,nm0171935,6,4,1919,26
1945,tt0037838,nm0738746,6,5,1922,23
1945,tt0037838,nm0083500,6,6,1907,38
1945,tt0037838,nm0615617,0,7,1889,56
1945,tt0037838,nm0447580,4,8,1898,47
1945,tt0037838,nm0362815,6,10,1875,70
1945,tt0037838,nm0560091,6,11,1900,45
1945,tt0037838,nm0124560,6,13,1891,54
1945,tt0037838,nm0012283,6,17,1907,38
1945,tt0037839,nm0725122,6,1,1906,39
1945,tt0037839,nm0703600,6,2,1907,38
1945,tt0037839,nm0096458,6,3,1915,30
1945,tt0037839,nm0400490,6,4,1910,35
1945,tt0037839,nm0010958,6,6,1885,60
1945,tt0037839,nm0011389,3,7,1890,55
1945,tt0037839,nm0041410,6,8,1887,58
1945,tt0037839,nm0124560,6,9,1891,54
1945,tt0037839,nm0254502,6,11,1876,69
1945,tt0037839,nm0408984,6,13,1902,43
1945,tt0037839,nm0427157,6,14,1900,45
1945,tt0037839,nm0454559,6,16,1895,50
1945,tt0037839,nm0562771,6,17,1897,48
1945,tt0037839,nm0860549,6,18,1889,56
1945,tt0037895,nm0047454,6,1,1919,26
1945,tt0037895,nm0830549,6,2,1921,24
1945,tt0037895,nm0054117,6,3,1902,43
1945,tt0037895,nm0242010,6,4,1902,43
1945,tt0037895,nm0852365,6,5,1883,62
1945,tt0037895,nm0614949,6,6,1884,61
1945,tt0037895,nm0408984,6,7,1902,43
1945,tt0037895,nm0833340,6,8,1892,53
1945,tt0037895,nm0144185,6,9,1893,52
1945,tt0037895,nm0022705,6,10,1907,38
1945,tt0037895,nm0151420,6,11,1899,46
1945,tt0037895,nm0887975,6,13,1907,38
1945,tt0037895,nm0824685,6,14,1909,36
1945,tt0037895,nm0334040,4,16,1908,37
1945,tt0037895,nm0421041,6,18,1876,69
1945,tt0037904,nm0832065,4,1,1904,41
1945,tt0037904,nm0928844,6,2,1916,29
1945,tt0037904,nm0601117,6,3,1908,37
1945,tt0037904,nm0723935,6,4,1902,43
1945,tt0037904,nm0288304,4,5,1899,46
1945,tt0037904,nm0942979,6,6,1916,29
1945,tt0037904,nm0655605,6,7,1881,64
1945,tt0037904,nm0528685,6,8,1906,39
1945,tt0037904,nm0382954,4,9,1895,50
1945,tt0037904,nm0890131,6,10,1908,37
1945,tt0037904,nm0479017,6,11,1917,28
1945,tt0037904,nm0555655,6,13,1914,31
1945,tt0037904,nm0253141,6,14,1904,41
1945,tt0037904,nm0010958,6,15,1885,60
1945,tt0037904,nm0057711,6,17,1898,47
1945,tt0037904,nm0074196,6,18,1921,24
1945,tt0038007,nm0601117,6,1,1908,37
1945,tt0038007,nm0830549,6,2,1921,24
1945,tt0038007,nm0054117,6,3,1902,43
1945,tt0038007,nm0186608,6,4,1892,53
1945,tt0038007,nm0311274,6,5,1898,47
1945,tt0038007,nm0203383,6,7,1886,59
1945,tt0038007,nm0137396,6,10,1885,60
1945,tt0038007,nm0242010,6,11,1902,43
1945,tt0038007,nm0354977,6,13,1919,26
1945,tt0038007,nm0150461,0,14,1887,58
1945,tt0038007,nm0911955,4,16,1908,37
1945,tt0038007,nm0855827,4,17,1904,41
1945,tt0038039,nm0230948,6,1,1908,37
1945,tt0038039,nm0447930,6,2,1908,37
1945,tt0038039,nm0122834,6,4,1881,64
1945,tt0038039,nm0832065,4,5,1904,41
1945,tt0038039,nm0035877,6,6,1890,55
1945,tt0038039,nm0723935,6,8,1902,43
1945,tt0038039,nm0264900,6,9,1895,50
1945,tt0038039,nm0003277,6,12,1883,62
1945,tt0038039,nm0414038,6,13,1888,57
1945,tt0038039,nm0515989,4,15,1892,53
1945,tt0038039,nm0253140,4,16,1898,47
1945,tt0038039,nm0351744,6,17,1903,42
1945,tt0038039,nm0369061,6,18,1894,51
1945,tt0038062,nm0000978,6,1,1913,32
1945,tt0038062,nm0525601,5,2,1904,41
1945,tt0038062,nm0928844,6,3,1916,29
1945,tt0038062,nm0395067,1,4,1911,34
1945,tt0038062,nm0385594,6,5,1875,70
1945,tt0038062,nm0447580,4,6,1898,47
1945,tt0038062,nm0653888,3,7,1917,28
1945,tt0038062,nm0528685,6,8,1906,39
1945,tt0038062,nm0612864,6,12,1887,58
1945,tt0038062,nm0168459,6,13,1890,55
1945,tt0038062,nm0397267,6,14,1910,35
1945,tt0038062,nm0089222,6,17,1894,51
1945,tt0038124,nm0001033,6,1,1906,39
1945,tt0038124,nm0431502,6,2,1917,28
1945,tt0038124,nm0619798,3,3,1896,49
1945,tt0038124,nm0832065,4,4,1904,41
1945,tt0038124,nm0000978,6,5,1913,32
1945,tt0038124,nm0723935,6,6,1902,43
1945,tt0038124,nm0330435,6,7,1882,63
1945,tt0038124,nm0151370,6,8,1898,47
1945,tt0038124,nm0333807,3,10,1903,42
1945,tt0038124,nm0567756,4,11,1891,54
1945,tt0038124,nm0747759,6,13,1886,59
1945,tt0038124,nm0150461,0,14,1887,58
1945,tt0038124,nm0221488,6,15,1878,67
1945,tt0038124,nm0318101,6,16,1916,29
1945,tt0038124,nm0388280,4,17,1892,53
1945,tt0038124,nm0388854,3,18,1904,41
1945,tt0038248,nm0448836,6,1,1908,37
1945,tt0038248,nm0911362,6,2,1923,22
1945,tt0038248,nm0752878,4,3,1899,46
1945,tt0038248,nm0371902,6,4,1922,23
1945,tt0038248,nm0881832,6,5,1894,51
1945,tt0038248,nm0593146,6,6,1889,56
1945,tt0038248,nm0585481,6,7,1874,71
1945,tt0038248,nm0282418,6,9,1882,63
1945,tt0038248,nm0408984,6,11,1902,43
1945,tt0038248,nm0452133,6,12,1896,49
1945,tt0038248,nm0302189,3,13,1908,37
1945,tt0038248,nm0643048,6,15,1890,55
1945,tt0038248,nm0041410,6,16,1887,58
1945,tt0038248,nm0186191,6,17,1889,56
1945,tt0038248,nm0212761,6,18,1907,38
1945,tt0037550,nm0002935,6,1,1897,48
1945,tt0037550,nm0004310,3,2,1902,43
1945,tt0037550,nm0397219,6,3,1903,42
1945,tt0037550,nm0104609,6,4,1922,23
1945,tt0037550,nm0219783,6,5,1895,50
1945,tt0037550,nm0675353,6,8,1917,28
1945,tt0037550,nm0879119,6,10,1900,45
1945,tt0037550,nm0889536,6,11,1875,70
1945,tt0037659,nm0000305,4,1,1908,37
1945,tt0037709,nm0360253,6,3,1910,35
1945,tt0037582,nm0580271,6,2,1910,35
1945,tt0037582,nm0703362,6,4,1908,37
1945,tt0037765,nm0000305,4,1,1908,37
1945,tt0037774,nm0000305,4,1,1908,37
1945,tt0037784,nm0915845,6,1,1912,33
1945,tt0037784,nm0173416,6,2,1892,53
1945,tt0037812,nm0002935,6,1,1897,48
1945,tt0037812,nm0004310,3,2,1902,43
1945,tt0037812,nm0397219,6,3,1903,42
1945,tt0037812,nm0219783,6,4,1895,50
1945,tt0037812,nm0472604,4,6,1895,50
1945,tt0037812,nm0859823,6,9,1884,61
1945,tt0037813,nm0002935,6,1,1897,48
1945,tt0037813,nm0004310,3,2,1902,43
1945,tt0037813,nm0397219,6,3,1903,42
1945,tt0037813,nm0520380,4,4,1873,72
1945,tt0037813,nm0447043,6,5,1884,61
1945,tt0037813,nm0859823,6,8,1884,61
1945,tt0037813,nm0879119,6,10,1900,45
1945,tt0037813,nm0889536,6,11,1875,70
1945,tt0185405,nm0063619,6,1,1909,36
1945,tt0185405,nm0003318,3,2,1913,32
1945,tt0185405,nm0404158,6,3,1883,62
1945,tt0185405,nm0543319,6,4,1904,41
1945,tt0185405,nm0565943,6,5,1895,50
1945,tt0037879,nm0000305,4,1,1908,37
1945,tt0037879,nm0057969,6,2,1918,27
1945,tt0037879,nm0076700,6,3,1912,33
1945,tt0037911,nm0002935,6,1,1897,48
1945,tt0037911,nm0004310,3,2,1902,43
1945,tt0037911,nm0397219,6,3,1903,42
1945,tt0037911,nm0570731,6,4,1911,34
1945,tt0037911,nm0094571,6,5,1894,51
1945,tt0037911,nm0180679,6,6,1893,52
1945,tt0037911,nm0098553,3,7,1896,49
1945,tt0037911,nm0107589,6,8,1897,48
1945,tt0037911,nm0174682,4,9,1886,59
1945,tt0037911,nm0174692,6,10,1886,59
1945,tt0037911,nm0282418,6,11,1882,63
1945,tt0037911,nm0283170,6,12,1898,47
1945,tt0037911,nm0447043,6,13,1884,61
1945,tt0037911,nm0520380,4,14,1873,72
1945,tt0037911,nm0562866,6,16,1886,59
1945,tt0037911,nm0879119,6,17,1900,45
1945,tt0037928,nm0076700,6,1,1912,33
1945,tt0037928,nm0360253,6,3,1910,35
1945,tt0037928,nm0709917,0,4,1898,47
1945,tt0038011,nm0088285,6,1,1894,51
1945,tt0038011,nm0360253,6,2,1910,35
1945,tt0246953,nm0001654,6,1,1911,34
1945,tt0246953,nm0161476,6,8,1874,71
1945,tt0246953,nm0454704,6,10,1878,67
1945,tt0246953,nm0495013,6,11,1875,70
1945,tt0246953,nm0531274,6,12,1880,65
1945,tt0246953,nm0550895,6,13,1880,65
1945,tt0246953,nm0609884,6,15,1900,45
1945,tt0246953,nm0632359,6,16,1885,60
1945,tt11792548,nm0019996,6,1,1927,18
1945,tt11792548,nm0382193,6,2,1904,41
1945,tt11792548,nm0386944,6,3,1889,56
1945,tt0038143,nm0076700,6,1,1912,33
1945,tt0038143,nm0088285,6,2,1894,51
1945,tt0038143,nm0173416,6,3,1892,53
1945,tt0038143,nm1004634,6,5,1922,23
1945,tt0038152,nm0360253,6,2,1910,35
1945,tt0038167,nm0002935,6,1,1897,48
1945,tt0038167,nm0004310,3,2,1902,43
1945,tt0038167,nm0397219,6,3,1903,42
1945,tt0038167,nm0570731,6,4,1911,34
1945,tt0038167,nm0219783,6,6,1895,50
1945,tt0038167,nm0174692,6,7,1886,59
1945,tt0038167,nm0472604,4,10,1895,50
1945,tt0038167,nm0791021,6,12,1908,37
1945,tt0038167,nm0931547,6,14,1904,41
1945,tt0037560,nm0000043,6,1,1922,23
1945,tt0037560,nm0876211,6,2,1911,34
1945,tt0037560,nm0102787,6,3,1915,30
1945,tt0037560,nm0721851,6,4,1917,28
1945,tt0037560,nm0185328,6,5,1920,25
1945,tt0037560,nm0926338,6,6,1916,29
1945,tt0037560,nm0610253,6,7,1896,49
1945,tt0037560,nm0593372,6,8,1874,71
1945,tt0037560,nm0356004,4,9,1888,57
1945,tt0037560,nm0356159,6,10,1882,63
1945,tt0037560,nm0180987,3,11,1900,45
1945,tt0037560,nm0036324,4,12,1895,50
1945,tt0037560,nm0940199,6,13,1915,30
1945,tt0037560,nm0866558,6,14,1885,60
1945,tt0037560,nm0269709,4,15,1905,40
1945,tt0037560,nm0355653,0,16,1920,25
1945,tt0037560,nm0889540,6,18,1898,47
1946,tt0038283,nm0238445,6,1,1922,24
1946,tt0038283,nm0155011,6,3,1891,55
1946,tt0038283,nm0449858,6,4,1884,62
1946,tt0038283,nm0831889,4,5,1903,43
1946,tt0038283,nm0330653,6,6,1886,60
1946,tt0038283,nm0048238,6,8,1898,48
1946,tt0038283,nm0089314,6,9,1887,59
1946,tt0038283,nm0662943,6,12,1892,54
1946,tt0038283,nm0551256,6,13,1905,41
1946,tt0038283,nm0634278,6,14,1915,31
1946,tt0038283,nm0355408,6,15,1899,47
1946,tt0038283,nm0041410,6,17,1887,59
1946,tt0038283,nm0113509,0,18,1907,39
1946,tt0038284,nm0000068,6,1,1898,48
1946,tt0038284,nm0245304,6,2,1911,35
1946,tt0038284,nm0118000,6,3,1903,43
1946,tt0038284,nm0281766,6,4,1923,23
1946,tt0038284,nm0000978,6,5,1913,33
1946,tt0038284,nm0293418,6,7,1895,51
1946,tt0038284,nm0354989,6,8,1892,54
1946,tt0038284,nm0483173,6,9,1920,26
1946,tt0038284,nm0193318,6,10,1902,44
1946,tt0038284,nm0770844,6,11,1889,57
1946,tt0038284,nm0909040,6,12,1889,57
1946,tt0038284,nm0666230,3,13,1888,58
1946,tt0038284,nm0050019,6,14,1889,57
1946,tt0038284,nm0109495,3,17,1917,29
1946,tt0038285,nm0035159,6,1,1899,47
1946,tt0038285,nm0096458,6,2,1915,31
1946,tt0038285,nm0240836,6,3,1889,57
1946,tt0038285,nm0878613,6,4,1906,40
1946,tt0038285,nm0388232,4,6,1893,53
1946,tt0038285,nm0285643,6,7,1881,65
1946,tt0038285,nm0247305,6,8,1882,64
1946,tt0038285,nm0712660,6,9,1885,61
1946,tt0038285,nm0571602,3,11,1880,66
1946,tt0038285,nm0429070,6,12,1898,48
1946,tt0038285,nm0662219,6,15,1900,46
1946,tt0038290,nm0936730,6,1,1926,20
1946,tt0038290,nm0527996,6,2,1923,23
1946,tt0038290,nm0906940,3,3,1887,59
1946,tt0038290,nm0576083,4,4,1878,68
1946,tt0038290,nm0703491,6,5,1906,40
1946,tt0038290,nm0936728,6,6,1905,41
1946,tt0038290,nm0351744,6,7,1903,43
1946,tt0038290,nm0878613,6,8,1906,40
1946,tt0038290,nm0762329,6,9,1928,18
1946,tt0038290,nm0392403,6,10,1927,19
1946,tt0038290,nm0151473,6,11,1924,22
1946,tt0038290,nm0156190,6,12,1891,55
1946,tt0038290,nm0926475,6,13,1883,63
1946,tt0038290,nm0137396,6,16,1885,61
1946,tt0038290,nm0054117,6,17,1902,44
1946,tt0038290,nm0100140,6,18,1920,26
1946,tt0038294,nm0141330,6,1,1920,26
1946,tt0038294,nm0829725,6,2,1923,23
1946,tt0038294,nm0163417,6,3,1889,57
1946,tt0038294,nm0054117,6,4,1902,44
1946,tt0038294,nm0154184,4,6,1881,65
1946,tt0038294,nm0527973,6,8,1908,38
1946,tt0038294,nm0697156,4,10,1892,54
1946,tt0038294,nm0144185,6,11,1893,53
1946,tt0038294,nm0068216,6,12,1898,48
1946,tt0038294,nm0118771,4,13,1893,53
1946,tt0038294,nm0146886,4,14,1885,61
1946,tt0038294,nm0179131,6,17,1892,54
1946,tt0038294,nm0305496,4,18,1904,42
1946,tt0038295,nm0239041,6,1,1914,32
1946,tt0038295,nm0551221,6,2,1920,26
1946,tt0038295,nm0180987,3,3,1900,46
1946,tt0038295,nm0411935,6,4,1880,66
1946,tt0038295,nm0108653,3,5,1891,55
1946,tt0038295,nm0674540,6,6,1941,5
1946,tt0038295,nm0948714,6,7,1912,34
1946,tt0038295,nm0110480,6,8,1903,43
1946,tt0038295,nm0583395,2,9,1884,62
1946,tt0038295,nm0405340,6,10,1888,58
1946,tt0038295,nm0042552,6,11,1884,62
1946,tt0038295,nm0020200,6,12,1914,32
1946,tt0038295,nm0249785,6,14,1892,54
1946,tt0038298,nm0824496,6,1,1907,39
1946,tt0038298,nm0768514,6,2,1895,51
1946,tt0038298,nm0427157,6,3,1900,46
1946,tt0038298,nm0588852,6,4,1922,24
1946,tt0038298,nm0454559,6,5,1895,51
1946,tt0038298,nm0143806,3,6,1918,28
1946,tt0038298,nm0124560,6,7,1891,55
1946,tt0038298,nm0562771,6,8,1897,49
1946,tt0038298,nm0254834,6,9,1897,49
1946,tt0038298,nm0144185,6,10,1893,53
1946,tt0038298,nm0272360,6,12,1888,58
1946,tt0038298,nm0355642,6,13,1876,70
1946,tt0038298,nm0429070,6,14,1898,48
1946,tt0038298,nm0922385,3,16,1903,43
1946,tt0038300,nm0612847,6,1,1895,51
1946,tt0038300,nm0000879,6,2,1923,23
1946,tt0038300,nm0001647,6,3,1889,57
1946,tt0038300,nm0828668,6,4,1902,44
1946,tt0038300,nm0166477,6,5,1885,61
1946,tt0038300,nm0762557,6,6,1885,61
1946,tt0038300,nm0552744,6,7,1908,38
1946,tt0038300,nm0017013,6,8,1903,43
1946,tt0038300,nm0281329,6,9,1906,40
1946,tt0038300,nm0022367,6,11,1904,42
1946,tt0038300,nm0038663,6,12,1884,62
1946,tt0038300,nm0104585,3,15,1897,49
1946,tt0038300,nm0143912,6,17,1884,62
1946,tt0038300,nm0167364,4,18,1891,55
1946,tt0038303,nm0002050,6,1,1898,48
1946,tt0038303,nm0001322,6,2,1908,38
1946,tt0038303,nm0001105,6,3,1923,23
1946,tt0038303,nm0002011,3,4,1911,35
1946,tt0038303,nm0814216,6,5,1899,47
1946,tt0038303,nm0711566,4,6,1890,56
1946,tt0038303,nm0388615,4,7,1893,53
1946,tt0038303,nm0528973,6,9,1934,12
1946,tt0038303,nm0007995,3,10,1905,41
1946,tt0038314,nm0127677,3,1,1904,42
1946,tt0038314,nm0439850,6,2,1891,55
1946,tt0038314,nm0610275,6,3,1922,24
1946,tt0038314,nm0096458,6,4,1915,31
1946,tt0038314,nm0888349,4,7,1904,42
1946,tt0038314,nm0662943,6,8,1892,54
1946,tt0038314,nm0333807,3,9,1903,43
1946,tt0038314,nm0909040,6,12,1889,57
1946,tt0038314,nm0768514,6,13,1895,51
1946,tt0039168,nm0751149,6,1,1924,22
1946,tt0039168,nm0872456,6,2,1910,36
1946,tt0039168,nm0245304,6,3,1911,35
1946,tt0039168,nm0579663,4,4,1890,56
1946,tt0039168,nm0000992,6,5,1884,62
1946,tt0039168,nm0943553,6,6,1910,36
1946,tt0039168,nm0641035,6,8,1907,39
1946,tt0039168,nm0353110,6,9,1918,28
1946,tt0039168,nm0382954,4,10,1895,51
1946,tt0039168,nm0388232,4,11,1893,53
1946,tt0039168,nm0447930,6,13,1908,38
1946,tt0039168,nm0070757,6,17,1896,50
1946,tt0039168,nm0086560,6,18,1910,36
1946,tt0038319,nm0000891,4,1,1885,61
1946,tt0038319,nm0639684,6,2,1937,9
1946,tt0038319,nm0537685,6,3,1890,56
1946,tt0038319,nm0619798,3,4,1896,50
1946,tt0038319,nm0706261,6,5,1922,24
1946,tt0038319,nm0860471,6,6,1925,21
1946,tt0038319,nm0801193,6,7,1880,66
1946,tt0038319,nm0027566,6,8,1911,35
1946,tt0038319,nm0193321,4,9,1915,31
1946,tt0038319,nm0318349,6,10,1895,51
1946,tt0038319,nm0352774,6,11,1898,48
1946,tt0038319,nm0722690,6,12,1899,47
1946,tt0038319,nm0642180,6,14,1891,55
1946,tt0038319,nm0201227,6,15,1876,70
1946,tt0038319,nm0010333,6,16,1908,38
1946,tt0038319,nm0003224,6,17,1891,55
1946,tt0038321,nm0000068,6,1,1898,48
1946,tt0038321,nm0723954,6,2,1917,29
1946,tt0038321,nm0371025,6,3,1885,61
1946,tt0038321,nm0172615,2,4,1889,57
1946,tt0038321,nm0912861,6,5,1913,33
1946,tt0038321,nm0757943,6,7,1899,47
1946,tt0038321,nm0356718,4,8,1907,39
1946,tt0038321,nm0866558,6,9,1885,61
1946,tt0038321,nm0354989,6,10,1892,54
1946,tt0038321,nm0391612,6,11,1872,74
1946,tt0038321,nm0862086,4,12,1899,47
1946,tt0038321,nm0862937,6,13,1919,27
1946,tt0038321,nm0110917,6,15,1919,27
1946,tt0038321,nm0656980,4,18,1905,41
1946,tt0038324,nm0486387,6,1,1913,33
1946,tt0038324,nm0250287,6,2,1913,33
1946,tt0038324,nm0905505,6,3,1917,29
1946,tt0038324,nm0012441,6,4,1912,34
1946,tt0038324,nm0552955,6,5,1917,29
1946,tt0038324,nm0339452,6,6,1924,22
1946,tt0038324,nm0894669,4,7,1923,23
1946,tt0038324,nm0367670,6,8,1882,64
1946,tt0038324,nm0112046,6,10,1915,31
1946,tt0038324,nm0634749,6,11,1921,25
1946,tt0038324,nm0891027,6,12,1890,56
1946,tt0038324,nm0010333,6,13,1908,38
1946,tt0038324,nm0054093,4,16,1918,28
1946,tt0038326,nm0664273,6,1,1912,34
1946,tt0038326,nm0521937,6,2,1915,31
1946,tt0038326,nm0260728,6,3,1908,38
1946,tt0038326,nm0118000,6,4,1903,43
1946,tt0038326,nm0199787,6,5,1894,52
1946,tt0038326,nm0534317,6,6,1899,47
1946,tt0038326,nm0382954,4,7,1895,51
1946,tt0038326,nm0007995,3,8,1905,41
1946,tt0038326,nm0180987,3,9,1900,46
1946,tt0038326,nm0601196,6,10,1870,76
1946,tt0038326,nm0853576,3,11,1902,44
1946,tt0038326,nm0938052,4,13,1896,50
1946,tt0038326,nm0851590,4,14,1931,15
1946,tt0038326,nm0541766,6,15,1888,58
1946,tt0038326,nm0731392,6,16,1921,25
1946,tt0038326,nm0104585,3,18,1897,49
1946,tt0038338,nm0017376,6,1,1914,32
1946,tt0038338,nm0454448,6,2,1919,27
1946,tt0038338,nm0000048,4,3,1904,42
1946,tt0038338,nm0289858,6,4,1888,58
1946,tt0038338,nm0619798,3,5,1896,50
1946,tt0038338,nm0227644,4,6,1887,59
1946,tt0038338,nm0023569,6,7,1917,29
1946,tt0038338,nm0388854,3,8,1904,42
1946,tt0038338,nm0113072,6,9,1901,45
1946,tt0038338,nm0058117,6,10,1922,24
1946,tt0038338,nm0593146,6,12,1889,57
1946,tt0038338,nm0908124,4,13,1904,42
1946,tt0038338,nm0003124,6,14,1881,65
1946,tt0038338,nm0094571,6,16,1894,52
1946,tt0038338,nm0180679,6,17,1893,53
1946,tt0038338,nm0181075,6,18,1900,46
1946,tt0038340,nm0738042,4,1,1905,41
1946,tt0038340,nm0307986,4,2,1894,52
1946,tt0038340,nm0024738,6,4,1919,27
1946,tt0038340,nm0507221,6,6,1903,43
1946,tt0038340,nm0332517,4,7,1886,60
1946,tt0038340,nm0231529,3,11,1894,52
1946,tt0038340,nm0305496,4,13,1904,42
1946,tt0038340,nm0650961,3,17,1890,56
1946,tt0038340,nm0833363,4,18,1899,47
1946,tt0038341,nm0002052,6,1,1921,25
1946,tt0038341,nm0001452,6,2,1899,47
1946,tt0038341,nm0867144,6,3,1905,41
1946,tt0038341,nm0110813,6,4,1891,55
1946,tt0038341,nm0725897,4,5,1890,56
1946,tt0038341,nm0576083,4,6,1878,68
1946,tt0038341,nm0357111,4,8,1876,70
1946,tt0038341,nm0939667,4,9,1880,66
1946,tt0038341,nm0790064,6,10,1926,20
1946,tt0038341,nm0053354,4,13,1894,52
1946,tt0038341,nm0070757,6,14,1896,50
1946,tt0038341,nm0080930,6,16,1886,60
1946,tt0038341,nm0086560,6,17,1910,36
1946,tt0038341,nm0108260,6,18,1918,28
1946,tt0038343,nm0000472,6,1,1887,59
1946,tt0038343,nm0496819,6,2,1913,33
1946,tt0038343,nm0396633,6,3,1889,57
1946,tt0038343,nm0292219,6,4,1913,33
